[owen@kaser dubuc]$ ./papibenchmark 
 Benchmarking tool for the Ola algorithm 
 Build: Jul  5 2004 11:00:47
 Benchmarks can take a long time to compute 
 Values are always given as pairs init time + total operation time 
Starting benchmarking from hellifax 
testing dependence of Ola time on range length (multi-level)
 size = 1073741825 b=128,beta=4
 external array is : 4 GB
 bin arrays are : 0.5 KB
N (aka M and M' in paper) is 2
 query time (sums) / buffer construction 
 == Fast Range Sums === virtual array of size 1073741825 N = 2 b = 128
 b = 128 N = 2
 data.size() = 1073741825
 It took 2723.6 s to build a buffer of size 8388609
 rangelen  time 
90990371 295104
334308051 321984
229698166 321920
1168844 266752
259164234 321024
153470044 317248
758841320 336768
479461183 327616
377525135 323264
73744757 315520
252251197 315008
755555217 335552
434532923 325056
651138619 330048
105647689 314368
41186329 313280
124495374 321344
634940504 328448
491967726 327296
340584240 324416
302748340 320960
660029657 356608
181867261 321728
475753290 322112
316378335 321984
26239829 293760
362125621 323200
686221894 330368
100632690 315456
438544860 329408
705615970 328128
402918439 327808
186609468 316352
110563058 321024
600226466 334208
911380684 350592
128540245 323392
309630291 322944
395504834 322496
142330858 317120
358120779 328640
489503034 328384
512997124 328192
273078439 319104
613404277 330560
206084054 322048
117612663 314880
1647940 279744
912790324 335168
90942501 294848
510383531 330432
15085732 294400
244364876 320640
585596758 329216
128421558 316736
230266458 317440
896498304 337216
482537495 328896
62517716 315840
325623789 321664
393497408 328768
152541410 317120
316374118 323200
815332202 335488
38682472 315648
164761762 296448
602655765 329024
114247951 295744
629521237 337792
509430848 328320
354030502 323072
14557341 313280
593281096 328640
561201241 331072
149854262 317632
257978981 317248
67377061 322112
19280086 313152
45455899 321152
726322678 336448
627041834 333504
440537452 323264
32981355 314880
514246664 327936
373555210 321600
89860445 293440
384108833 327744
169369132 322240
710179458 334912
514294909 329280
530088248 329344
16973527 293568
150878357 315648
725273573 329856
313943322 326976
280472626 320640
195197041 321536
23199104 294272
486354326 328640
573454921 328000
487381455 328064
614786595 336448
379176691 320832
874117307 336704
285152910 322688
182413862 322752
103506471 296064
231341178 322048
129186722 323840
243706141 320576
260727352 321024
51999929 318144
709627885 336192
455601746 329344
461097025 325184
235039503 321600
601447653 329472
129557051 314048
248577269 316928
649621576 334080
30640829 314176
288794839 320832
76266052 315136
86775415 316672
403008942 321664
131835927 294400
681109492 330368
45918860 314624
814706936 364032
150758779 320576
 [frs] Computations took 17.15
 For 2000 range sums 
 average was -0.037178
query time (first moments) 
 == Fast First Moments === virtual array of size 1073741825 N = 2 b = 128
 It took 2733.31 s to build a buffer of size 8388609
 rangelen  time 
---------------------
464340205 327680
217734871 327680
370292358 327680
163472542 327680
1044272195 327680
52973080 294912
219135163 327680
120830983 327680
421515208 327680
452237469 327680
530450941 327680
154774460 327680
287067582 327680
635896963 327680
167392065 327680
65745707 327680
9318984 294912
98979384 327680
136275754 327680
64365264 327680
118834963 327680
122195916 327680
330190272 327680
373429249 327680
284400820 327680
543691623 327680
460545359 327680
200536557 327680
195292985 327680
324405631 327680
112070211 327680
79324506 327680
663092737 327680
276860115 327680
44838281 327680
906174617 327680
458563724 327680
572098454 327680
197655607 327680
623332027 327680
277477426 327680
914436918 327680
309276759 327680
661847923 327680
122533160 327680
248701277 327680
171171653 327680
736387228 327680
189031648 327680
217547752 327680
793010927 327680
19479877 294912
4609252 294912
206073751 327680
751287782 327680
115519647 327680
164695642 327680
380695658 327680
439075806 327680
485785651 327680
118686517 327680
81939276 327680
169878127 327680
439435949 327680
757832023 327680
163346889 327680
366777580 327680
704115717 327680
377256236 327680
159903468 294912
331363812 327680
329054929 327680
843301094 327680
766437595 327680
20442483 327680
525177721 327680
160773478 327680
45758897 327680
722040151 327680
311498084 327680
68436722 327680
612966 262144
4284183 294912
413232640 327680
944713001 327680
7508873 294912
208945348 327680
704738668 327680
269905328 327680
842990818 327680
240180347 327680
347706879 327680
172198116 294912
251244736 327680
195081203 327680
858446396 327680
710894016 327680
424985338 360448
920637078 327680
22976794 327680
241576472 327680
226410911 327680
782681435 327680
183833924 327680
657112997 327680
263313262 327680
247509630 327680
97041613 327680
477859393 327680
818926753 327680
162712654 327680
917608116 327680
387722930 327680
189617737 327680
280604327 327680
508838225 327680
243080198 327680
411493966 327680
760755070 327680
608945910 327680
799164699 327680
280090557 327680
430026266 327680
48244017 327680
348323305 327680
116922022 327680
300572236 327680
37145403 327680
4204103 262144
155381018 327680
439357672 327680
315428080 327680
635884523 327680
439284148 327680
323725930 327680
426539842 327680
753620944 327680
448371272 327680
10020744 294912
584290981 327680
274067448 327680
849338520 327680
99473089 327680
189193025 327680
585429976 327680
702072614 327680
8883165 294912
537376259 327680
482710421 327680
106076371 327680
122593185 327680
742744244 327680
46647956 327680
126066981 327680
459752845 327680
374929773 327680
85695177 327680
234718152 327680
111022241 327680
109046900 327680
768485220 327680
453261788 327680
94071577 327680
114834368 327680
12966948 327680
121333370 327680
99552733 327680
61967563 327680
738784565 327680
16277566 294912
679617244 327680
454788573 327680
509178675 327680
466041846 327680
39676076 327680
201177659 327680
123721164 327680
494021526 327680
570324977 327680
170846104 327680
243975193 327680
354889767 327680
329231401 327680
396432703 327680
352757913 327680
800435964 327680
54058062 327680
152960429 327680
870989437 327680
220464780 327680
97744603 327680
428656841 327680
2340061 294912
634483318 327680
674220579 327680
82215138 327680
23767070 294912
86717460 327680
384209866 327680
299738472 327680
351316313 327680
358311284 327680
391561622 327680
752378863 327680
413651419 327680
316351504 327680
110271643 294912
94441050 294912
1026801174 327680
464733457 327680
613229861 327680
16216513 327680
799467858 327680
894927121 327680
239214297 327680
383806038 327680
379773723 327680
409360267 327680
179856102 327680
467639917 327680
453830439 327680
549702134 327680
402055742 327680
235627213 327680
299325725 327680
178283533 327680
173567440 327680
170374900 327680
232567968 327680
32583415 294912
228265835 294912
105455686 327680
697024449 327680
477490165 327680
470928568 327680
430656592 327680
299600651 327680
194575976 327680
550760084 327680
76910963 327680
56822035 327680
536181674 327680
263439591 327680
395510943 327680
17995649 327680
584380597 327680
714150150 327680
255432080 327680
35891043 327680
213986977 327680
330969335 327680
286054707 327680
551260470 327680
403454113 327680
162907952 327680
878364538 327680
645826104 327680
124303559 327680
26380865 327680
113621046 327680
439606914 327680
165893673 327680
124057364 327680
291668939 327680
251281175 327680
798652707 327680
76557658 327680
613619190 327680
31967316 294912
656096857 327680
803867196 327680
300961184 327680
272217869 327680
315403838 327680
447865010 327680
342975248 327680
1032007157 327680
790940492 327680
807121842 327680
242271103 327680
6384362 327680
506830125 327680
479779985 327680
362981677 327680
50120544 294912
706622568 327680
753834750 327680
55956301 294912
110499551 327680
183018146 327680
688472420 327680
507119168 327680
337038680 327680
344681378 327680
350152438 327680
618997471 327680
135228290 327680
439478820 327680
54703295 294912
856298994 327680
369612323 327680
648922813 327680
423021662 327680
531322129 327680
628310248 327680
18143948 327680
519358654 327680
183963231 327680
360448773 327680
386314171 327680
631054884 327680
6603815 327680
16344412 327680
421731480 327680
564369677 327680
175871546 327680
149994576 327680
145052106 327680
104188554 327680
267193527 327680
26868472 327680
306579288 327680
335717027 327680
275145690 327680
54554697 294912
333025185 327680
480712147 327680
269041535 327680
314445450 327680
568104268 327680
256205502 327680
169343 262144
802817277 327680
133172991 294912
832354565 327680
382884137 327680
649416097 327680
224234451 327680
106264119 294912
382466729 327680
87098178 327680
445532216 327680
31828541 327680
183071294 327680
514282336 327680
151347295 327680
55266963 327680
102946087 327680
296060715 327680
492927506 327680
636485597 327680
213582278 327680
494321770 327680
525858940 327680
510032314 327680
737393598 327680
501642122 327680
870225304 327680
115370703 327680
879744655 327680
1554841 262144
326399048 327680
108528076 327680
693838192 327680
665464215 327680
459262244 327680
90867316 327680
440367856 327680
256332139 327680
282229721 327680
35877182 294912
289753119 327680
835998949 327680
2751858 294912
193884371 327680
90975208 327680
239398904 327680
246041651 327680
408972849 327680
273717961 327680
425034598 327680
589042473 327680
95081653 327680
737621736 327680
817552181 327680
146126887 327680
564231304 327680
756534985 327680
436845954 327680
81345933 327680
117705954 327680
250681970 327680
225794564 327680
252563779 327680
452436861 327680
73313081 327680
319607437 327680
766976806 327680
409337817 327680
253438605 327680
426036946 327680
67164290 327680
255939260 327680
133573287 327680
564497533 327680
249773715 327680
61856630 294912
560510535 327680
5548575 294912
19240351 327680
329100938 327680
588354129 327680
612085163 327680
405195591 327680
207977747 327680
100829328 294912
1058199687 327680
993876986 327680
790034237 360448
140559489 327680
265665480 327680
456666781 327680
108305968 327680
163584176 327680
251382245 327680
355228041 327680
944990028 327680
483765141 327680
54503409 327680
642727305 327680
599888724 327680
64584860 327680
508232940 327680
375033742 327680
357887826 327680
450062057 327680
406379006 327680
951075416 327680
49959785 327680
195315643 327680
223742295 327680
291836180 327680
317417597 327680
942902552 327680
482921599 327680
416388526 327680
19955817 327680
624499359 327680
207353968 327680
360939351 327680
441384506 327680
774087164 327680
82517981 327680
72094724 327680
381403302 327680
68944694 327680
255787774 327680
194833084 327680
75249017 327680
324544010 327680
497859983 327680
567239113 327680
18994377 327680
29538677 327680
43787922 327680
75814485 294912
301355323 327680
259194114 327680
275951609 327680
86359576 327680
475042620 327680
263112701 327680
67587217 294912
404541252 327680
4285807 294912
565832417 327680
396275972 327680
53780236 327680
177326351 294912
641618691 327680
366236470 327680
706286701 327680
19160497 327680
187312690 294912
850713998 327680
151339417 327680
54351154 327680
90896636 327680
180052903 327680
5574262 294912
150781325 327680
686484500 327680
619587859 327680
111414181 327680
608462706 327680
55713342 294912
173895861 327680
505192682 327680
531429476 327680
63734752 327680
280283336 327680
513325383 327680
103300885 327680
321398428 327680
25918083 327680
261090728 327680
197659504 327680
723756703 327680
506537669 327680
145100741 327680
68805206 327680
57784100 327680
333781068 327680
637984399 327680
181740329 327680
99870368 327680
156948503 327680
433177498 327680
56064790 327680
130399638 327680
3341734 294912
146552700 294912
808418055 327680
852814707 327680
664831726 327680
260621838 327680
618326567 327680
353325452 327680
192359106 327680
743576355 327680
454454647 327680
109161782 327680
429991707 327680
408691055 327680
223173379 327680
516203205 327680
113198949 327680
18830409 294912
573082925 327680
76642332 327680
605785388 327680
313542482 327680
502385444 327680
109093012 327680
42649003 294912
299407564 327680
404188240 327680
34764976 327680
352093498 327680
246494618 327680
652217496 327680
278643302 327680
58606501 327680
160495828 327680
20055364 327680
277879575 327680
267833002 327680
500552981 327680
551639084 327680
6502959 294912
47798513 294912
17649914 327680
496156303 327680
116827849 294912
321511188 327680
431204071 327680
52278464 327680
439005405 327680
107252124 327680
742574392 327680
683354727 327680
615319291 327680
126727237 327680
426077477 327680
433590416 327680
198912586 327680
113663998 327680
331560194 327680
268977389 327680
547186713 327680
148590121 327680
47479343 327680
57209728 294912
311753550 327680
82714532 327680
177349885 327680
445280934 327680
478086097 327680
834799623 327680
359812627 327680
367565899 327680
493301708 327680
775287711 327680
98737589 327680
34147577 327680
82010523 294912
523168564 327680
383606283 327680
426057242 327680
516001232 327680
675945950 327680
129758922 327680
412278467 327680
366038755 327680
673406030 327680
367984479 327680
521242741 327680
448460000 327680
123562694 327680
224568246 327680
119380067 327680
340447968 327680
965715283 360448
203994493 327680
728069567 327680
412368416 327680
68383969 294912
4638559 294912
193800164 327680
556511063 327680
367626325 327680
239305527 327680
313843813 327680
634824097 327680
317389762 327680
32570848 327680
267698129 327680
601798193 327680
41810454 327680
477702288 327680
363931386 327680
251738187 327680
596948357 327680
88420858 327680
465242001 327680
609683825 327680
833458507 327680
282488435 327680
433906946 327680
263841614 327680
762591513 327680
81492511 327680
11464658 327680
116219404 327680
7352580 294912
800225817 327680
414486262 327680
788894162 327680
301388002 327680
585610289 327680
625236708 327680
209496145 294912
103200185 327680
281782293 327680
794398454 327680
653624315 327680
842036368 327680
75259125 327680
111158901 294912
860917506 327680
634881971 327680
238067325 327680
62147303 327680
402857804 327680
243207142 327680
56423484 327680
36278556 327680
413519774 327680
993661453 327680
469713065 327680
906557677 360448
746125023 327680
317698772 327680
766050402 360448
293317956 327680
547369154 327680
66885755 327680
74853810 294912
717659660 327680
492568363 327680
392437881 327680
393991331 327680
677822641 327680
711947017 327680
714830511 327680
1030156895 327680
647596624 327680
256248475 327680
623559410 327680
320411243 327680
10713816 327680
302406359 327680
103340400 327680
185204997 327680
250159064 327680
15029953 327680
153023382 327680
2428444 294912
359432934 327680
208960446 327680
117132413 327680
163670411 294912
449994717 327680
656282608 327680
417223863 327680
16700232 327680
770732422 327680
462681985 327680
513258676 327680
813988264 327680
251918517 327680
694244492 327680
450056839 327680
119857361 327680
337306573 327680
446021482 327680
581363184 327680
544554877 327680
517113829 327680
304933160 327680
30047685 294912
806635912 327680
35927267 327680
472630723 327680
769808770 327680
333310806 327680
31846446 327680
112948356 327680
16135202 294912
564907526 327680
561623525 327680
541345531 327680
582935977 360448
873128475 360448
130305005 327680
868515543 327680
827179904 327680
112609029 294912
282074296 327680
385775762 327680
275624911 327680
577710331 327680
358152881 327680
110739035 327680
231956258 327680
53116711 327680
573054536 327680
398912149 327680
485019474 327680
148070838 327680
31330185 327680
194361780 327680
291417489 327680
425866391 327680
181531264 327680
522108802 327680
394745886 327680
764627533 327680
490839282 327680
337695077 327680
34315163 327680
680613552 327680
97417034 327680
689618390 327680
605309376 327680
136590848 327680
117244521 327680
421407824 327680
709000084 327680
91588033 294912
44549195 327680
273945695 327680
639774142 327680
597853739 327680
455021925 327680
294074685 327680
252618777 327680
186662940 327680
93269712 327680
646507062 327680
640228731 327680
74937399 327680
348414849 327680
92393435 327680
581855169 327680
177374756 327680
460850393 327680
8042379 294912
657589970 327680
235795349 327680
467703106 327680
459576830 327680
40774251 327680
198218198 327680
470374387 327680
377995700 327680
157644947 327680
146414231 327680
124463504 327680
169815333 327680
53215394 327680
258981215 327680
798510543 327680
228711250 327680
718784545 327680
102050505 327680
51195239 327680
604501381 327680
443301610 327680
123622976 294912
354430716 327680
142781567 327680
366436004 327680
686186155 327680
57653459 327680
123476358 327680
944292072 327680
776975680 327680
633396410 327680
4860955 262144
555348529 327680
544221256 327680
813405050 327680
493732304 327680
210742123 327680
155892057 327680
710759269 327680
733267464 327680
295040960 327680
146576244 327680
127971456 294912
126518646 327680
421231651 327680
111639680 294912
124979638 327680
490603889 327680
203968275 327680
110739632 294912
6662757 327680
126596333 327680
148085390 327680
60390773 327680
581162016 327680
166744681 327680
65628205 327680
39848650 294912
490368301 327680
622720954 327680
484089735 327680
699435194 327680
669439277 327680
215655714 327680
262448672 327680
256702776 327680
142874542 327680
459865281 327680
921359877 327680
516278792 327680
240172466 327680
536005114 327680
77397430 327680
574341492 327680
331520763 327680
405623859 327680
634401894 327680
350938047 327680
240148531 327680
165296893 327680
180752717 327680
315358708 327680
552106111 327680
318416413 327680
408979198 327680
739922025 327680
880885851 327680
936747886 327680
371936854 327680
235722690 327680
513073651 327680
775194409 327680
872523430 327680
987450964 327680
454757434 327680
129777696 327680
400154404 327680
114604413 294912
300629832 327680
551675871 327680
5949621 294912
195326062 327680
421772980 327680
604682826 327680
105027553 294912
9420037 327680
403237479 327680
286717856 327680
837005074 327680
27919026 327680
51160759 294912
253262512 327680
470908698 327680
876699889 327680
342470099 327680
534411660 327680
501251820 327680
547225316 327680
11684103 294912
29642713 327680
175878800 327680
782407382 327680
309350056 327680
109830326 327680
778479293 327680
909902659 327680
75785423 327680
2570351 294912
555759778 327680
565402140 327680
155021648 327680
172907774 327680
317932129 327680
425709013 327680
662675579 327680
627413938 327680
598167424 327680
729812995 327680
423058855 327680
816472386 327680
535670457 327680
855114856 327680
235531540 327680
218733515 327680
16444331 294912
144716291 327680
372740599 327680
898977630 327680
35984672 327680
274807762 327680
17916892 294912
391503460 327680
197612732 327680
904901682 327680
115449623 327680
748467911 327680
226523638 327680
37263288 294912
313784324 327680
141826939 327680
165198397 327680
125874015 294912
320513417 327680
592747465 327680
172630408 327680
162522174 294912
403195947 327680
267110212 327680
109328248 327680
658653452 327680
211681889 327680
657241454 327680
619655402 327680
173481123 327680
560707310 327680
157037895 327680
34543535 294912
142430082 327680
490191705 327680
434156130 327680
20624576 294912
220372413 327680
706044807 327680
444338088 327680
923432980 360448
470903891 327680
949240922 327680
273545565 327680
192899521 327680
354852399 327680
595060954 327680
75373918 327680
278939622 327680
205460468 327680
271508115 327680
715530210 327680
162553077 327680
357788612 327680
724098403 327680
66466465 327680
587811337 327680
162656157 327680
218099864 327680
115276893 327680
557916097 327680
90864389 294912
322276025 327680
476079549 327680
99182144 327680
296605150 327680
368997517 327680
662822951 327680
281085856 327680
11941139 327680
497092363 327680
243677969 327680
326029822 327680
599269517 327680
295444718 327680
955129069 327680
598770922 327680
848415304 327680
138489941 327680
324720751 327680
101716674 327680
608362345 327680
202400842 327680
71477042 294912
571264017 327680
709414293 327680
161825786 327680
5776428 294912
59402198 327680
365408104 327680
234297674 327680
26428859 294912
511769227 327680
640968145 327680
120580375 294912
135607201 327680
768663318 327680
380730585 327680
403543211 327680
644947490 327680
538116017 327680
104320042 327680
327385543 327680
533247559 327680
692036703 327680
504025864 327680
308934699 327680
511880698 327680
225841624 327680
120241387 327680
395354411 327680
568719049 327680
216906557 327680
656538379 327680
809522664 327680
87702060 327680
508364003 327680
650187085 327680
115161597 327680
87004884 294912
781716137 327680
413950975 327680
5114072 294912
236128890 327680
68803136 327680
567149551 327680
139961084 327680
656914648 327680
823626584 327680
964050641 327680
227367775 327680
259792935 327680
892966565 327680
157031588 327680
46822278 327680
741584638 327680
835067221 360448
228294401 327680
475543817 327680
23061126 327680
580310793 327680
217795679 327680
606215202 327680
517295180 327680
198655230 327680
231515303 327680
210210753 327680
88012956 327680
135484172 327680
36178169 327680
313055105 327680
62896961 294912
40701692 327680
169408177 327680
318127173 327680
94552747 327680
351619124 327680
371208495 327680
75788566 327680
333318881 327680
520051144 327680
700466801 327680
537185273 327680
280404897 327680
719461124 327680
854347175 327680
684918422 327680
332025520 327680
573482973 327680
290777989 327680
379838827 327680
517539421 327680
262087803 327680
458191375 327680
781324214 327680
461421659 327680
282602615 327680
536267902 360448
46216927 327680
656283758 327680
1013021764 360448
5908392 294912
84228195 294912
397516771 327680
234374217 327680
160674855 327680
116330 229376
271929168 327680
503195493 327680
599847845 327680
95969364 327680
505762255 327680
696270498 327680
67949407 327680
286368651 327680
69243227 327680
547572076 327680
553751933 327680
274599076 327680
194367287 327680
532059597 327680
573988185 327680
390556998 327680
279827085 327680
659655148 327680
458118056 327680
458446946 327680
504750564 327680
140367160 327680
980310976 360448
287432007 327680
421357424 327680
39147213 294912
350257874 327680
288629672 327680
798065103 327680
495424233 327680
298368633 327680
70486991 327680
788885256 327680
258174958 327680
412024827 327680
440628713 327680
37551563 327680
544214930 327680
66010143 327680
80066911 327680
502234958 327680
354973058 327680
276371561 327680
392648075 327680
309773312 327680
820005004 327680
207643393 327680
566791039 327680
526849516 327680
161732763 327680
449047816 327680
207550428 327680
213850004 327680
467375541 327680
94569613 327680
767227713 327680
588362149 327680
514099395 327680
114802332 327680
343040168 327680
269770513 327680
435980322 327680
293715007 327680
103827958 327680
117965111 327680
725782627 327680
220991143 327680
95232644 294912
854896701 327680
272719005 327680
154156477 327680
541800968 327680
14663838 327680
225197557 327680
888906009 327680
519700013 327680
91272888 327680
141721592 327680
859211417 327680
30692391 327680
187644746 327680
603294196 327680
139580609 294912
657964796 327680
326383942 327680
203540025 327680
896888693 327680
46334746 327680
320419482 327680
32723124 327680
747100536 327680
319022662 327680
437598998 327680
437810518 327680
68248481 327680
126503293 327680
28466537 327680
664529116 327680
101575916 294912
88782633 294912
149622346 327680
165241548 327680
223503551 327680
585077054 327680
297769612 327680
679506700 327680
69208 262144
264240078 327680
890558858 327680
660598382 327680
35426899 327680
566417151 327680
763431054 327680
841801242 327680
969065538 327680
219225002 327680
867776001 327680
580774109 327680
1008818477 360448
100349416 327680
517084950 327680
333821283 327680
134100506 327680
79624366 327680
441272433 327680
300513909 327680
294333863 327680
731789729 327680
167791276 294912
813379491 327680
210711703 327680
191183642 327680
533570791 327680
227594923 327680
306087020 327680
105954483 327680
251212943 327680
345589737 327680
776293823 327680
166194898 327680
226802441 327680
70824143 327680
200805565 327680
401565767 327680
522787754 327680
30100701 294912
67773613 327680
969140350 327680
140701133 327680
3749979 294912
450937788 327680
235790223 327680
125662295 294912
82612408 327680
226396495 327680
88088908 327680
523450528 327680
385667513 327680
502052533 327680
289630672 327680
375419557 327680
740930554 327680
158648431 294912
29204251 327680
351203245 327680
327604107 327680
69250273 327680
71875948 327680
489566077 327680
594219504 327680
72846031 327680
190029353 327680
347217546 327680
773249458 327680
784553503 327680
245206966 327680
308869677 327680
34059225 327680
267513790 327680
306874150 327680
28099258 327680
187911339 327680
347449686 327680
15261008 327680
824690998 327680
26443520 327680
11347269 327680
128707638 327680
739282700 327680
134093069 294912
182646425 327680
619337076 327680
689132135 327680
593741361 327680
415490552 327680
568434026 327680
347611046 327680
671303030 327680
57609172 327680
236887422 327680
161258693 327680
513338513 327680
699712090 327680
531170778 327680
517326219 327680
5700193 294912
519591876 327680
460903047 327680
193291359 327680
556600530 360448
267769794 327680
407952823 327680
768178863 327680
80002611 327680
412185776 327680
171730479 327680
546407889 327680
78321119 327680
347502915 327680
132807543 327680
44371681 327680
125767104 327680
475129148 327680
610202380 327680
506169092 327680
446221314 327680
992514237 327680
755501275 327680
214053662 327680
749962687 327680
358608630 327680
196575305 327680
580085132 327680
3652848 294912
571103845 327680
718675356 327680
274968126 327680
140255330 327680
716371041 327680
205160295 327680
510733689 327680
686544219 327680
21493331 327680
42715548 327680
29939493 294912
254942056 327680
518543346 327680
159943832 327680
569771547 327680
84611994 327680
300057069 327680
391132734 327680
404763997 327680
374864171 327680
352917370 327680
460405352 327680
734778378 327680
219415334 327680
594442536 327680
563711376 327680
628625570 327680
180569645 327680
877312856 327680
11885306 294912
142970865 327680
240407742 327680
536175763 327680
55688698 294912
191323945 327680
443018810 327680
174541885 327680
334150549 327680
677285294 327680
591850145 327680
815696766 327680
481660283 327680
173268696 327680
444007602 327680
280464825 327680
284381037 327680
552390207 327680
207278202 327680
82587429 327680
146235908 327680
56208573 327680
420763996 327680
418937054 327680
46088251 327680
466952437 327680
105323282 327680
446160235 327680
494253937 327680
677427640 327680
477473167 327680
668095253 327680
766155497 327680
331696649 327680
100880903 327680
162658773 294912
768194263 327680
634609723 327680
848958313 327680
260816821 327680
2285475 294912
724457155 327680
137065190 327680
805013580 327680
732609814 327680
392176362 327680
243435302 327680
329433286 327680
391623937 327680
164459154 327680
416547441 327680
626591990 327680
104649821 327680
374664738 327680
167264840 327680
565613230 327680
613921340 327680
796582755 327680
636600980 327680
919278848 327680
136016766 294912
232349990 327680
38205506 327680
315301042 327680
559519913 327680
922334283 327680
149041508 327680
494619291 327680
108282404 327680
490617163 327680
6106636 294912
228532749 327680
176355355 327680
23142301 327680
514122646 327680
364236791 327680
106392708 294912
44150344 294912
429896475 327680
361642240 327680
421992585 327680
58647031 327680
567764835 327680
824725422 327680
673220875 327680
518464866 327680
351619689 327680
225613664 327680
178947611 327680
67729418 327680
117435288 327680
269467846 327680
428394172 327680
292015198 327680
577273625 327680
990918688 360448
279861741 327680
415753052 327680
529090217 327680
326356300 327680
572896919 327680
265845045 327680
134635642 327680
306697813 327680
865217242 327680
336359598 327680
77919859 327680
523953958 327680
158425750 327680
348972012 327680
301565802 327680
499612910 327680
617770572 327680
293524447 327680
8360785 327680
872053593 360448
427772180 327680
287928459 327680
104388194 327680
555645973 327680
104688323 327680
643645565 327680
152394622 327680
377242777 327680
325796457 360448
108027504 327680
84268111 327680
135047976 327680
233209541 327680
606621425 327680
25288655 327680
322965808 327680
744152844 327680
108850478 327680
559588923 327680
329840786 327680
189959001 327680
428132138 327680
6397776 294912
800485833 327680
675325427 327680
126980884 327680
516927931 327680
226091078 327680
436639516 327680
42148064 327680
115098177 327680
259907440 327680
673590604 327680
425273845 327680
40487457 327680
459403523 327680
195688533 327680
268010838 327680
19617974 327680
117312373 327680
170473643 327680
341559166 327680
1601418 262144
443569147 327680
187119897 327680
227352868 327680
36307211 327680
286512524 327680
217723599 327680
204406310 327680
234194381 327680
488657514 327680
695081219 327680
441772604 327680
322318627 327680
816312953 327680
524325357 327680
146337980 327680
92896457 327680
90888677 327680
82413615 327680
352038077 327680
805501854 327680
663791409 327680
573952546 327680
329567199 327680
204424734 327680
164288013 327680
157983158 327680
572514454 327680
237172256 327680
100647771 327680
283902458 327680
213682563 327680
635597336 327680
656815271 327680
450929038 327680
507077316 327680
500079703 327680
131390756 327680
517229827 327680
265304476 327680
39086126 327680
526323138 327680
695240771 327680
396370757 327680
340181347 327680
620168815 327680
451328319 327680
753221798 327680
1009061031 360448
737452739 327680
161295004 327680
31675431 327680
267915130 327680
412076695 327680
35110254 327680
102772571 327680
295344191 327680
271265664 327680
419550351 327680
224485662 327680
622123622 327680
23090115 327680
155792704 327680
184558903 327680
247203614 327680
165774747 327680
19058047 294912
498275728 327680
360516366 327680
37658482 327680
559750056 327680
251209731 327680
304215064 327680
771937382 327680
105049161 294912
270607407 327680
130606953 294912
346858928 327680
96092849 327680
245659249 327680
694054178 327680
644536751 327680
117565676 327680
388022952 327680
309650427 327680
270253673 327680
209933417 327680
422988921 327680
39099875 327680
164172071 327680
177341644 327680
280619758 327680
353952629 327680
282762846 327680
85154691 327680
85436685 327680
42780905 327680
210153792 327680
705361092 327680
520875014 327680
125200610 327680
263071650 327680
263569196 327680
474860537 327680
337112111 327680
290418608 327680
656618022 327680
251339472 327680
617679836 327680
44805615 327680
68526971 327680
93935041 294912
428857768 327680
100530836 327680
359346329 327680
1746728 262144
137731039 327680
399814133 327680
126356330 327680
350307480 327680
111621311 327680
725209536 327680
423216888 327680
226079721 327680
505293438 327680
669989426 327680
51031807 327680
474175352 327680
647705716 327680
540366611 327680
279753131 327680
655884666 327680
792953411 327680
267860250 327680
618604137 327680
196388964 327680
185151993 327680
185228738 327680
71051189 327680
205219794 327680
481159260 327680
65679169 327680
508349963 327680
49762124 327680
160242787 294912
72665971 327680
58500247 327680
582018009 327680
234452597 327680
327308420 327680
394304165 327680
564201469 327680
659740029 327680
341391263 327680
32335727 294912
1022931088 360448
334704075 327680
194790841 327680
417397398 327680
370043539 327680
239060126 327680
56105724 327680
140509185 327680
915013044 327680
771693106 327680
126741681 327680
299499093 327680
202067217 327680
3825945 294912
599555689 327680
679629950 327680
412661860 327680
306885492 327680
290095587 327680
26681946 327680
228181249 327680
1044635015 360448
392938059 327680
375754016 327680
17458963 327680
402788915 327680
451094238 327680
835143793 327680
485956520 327680
294431460 327680
278585650 327680
662136811 327680
159088215 327680
721794596 360448
704710255 327680
35581102 327680
537643463 327680
304453483 327680
46714462 327680
91048974 327680
319829029 327680
208374067 327680
122384072 327680
380292229 327680
272647943 327680
375342832 327680
185541184 327680
417157382 327680
318989138 327680
279928624 327680
813686695 327680
647255252 327680
179659611 327680
654538290 327680
337405731 327680
290547498 327680
165683328 327680
148841910 327680
468697601 327680
75505047 327680
458746916 327680
355183935 327680
659156128 327680
71423667 327680
236190357 327680
683532403 327680
620889344 327680
220202255 327680
767217209 327680
214855662 327680
527155843 327680
48457817 327680
499128424 327680
73405115 327680
347307958 327680
165618834 327680
473983784 327680
5518780 294912
111835409 327680
399565076 327680
142600071 327680
844271253 327680
320244477 327680
154222816 327680
208269599 327680
44600975 327680
15058990 327680
23156131 327680
290358521 327680
559241567 327680
828270419 327680
210737516 327680
538446524 327680
785831363 327680
271123623 327680
995156476 360448
670233612 327680
606812825 327680
317324238 327680
69543874 294912
560518970 327680
187277452 327680
68115893 327680
982233300 327680
306994828 327680
772216848 327680
301868667 327680
749787967 327680
356260597 327680
663188972 327680
651432144 327680
43386576 327680
23911584 327680
64462267 327680
29047586 327680
