[owen@kaser dubuc]$ ./papibenchmark 
 Benchmarking tool for the Ola algorithm 
 Build: Jul  5 2004 11:00:47
 Benchmarks can take a long time to compute 
 Values are always given as pairs init time + total operation time 
Starting benchmarking from hellifax 
testing dependence of Ola time on range length (multi-level)
 size = 1073741825 b=128,beta=4
 external array is : 4 GB
 bin arrays are : 0.5 KB
N (aka M and M' in paper) is 2
 query time (sums) / buffer construction 
 == Fast Range Sums === virtual array of size 1073741825 N = 2 b = 128
 b = 128 N = 2
 data.size() = 1073741825
 It took 2723.6 s to build a buffer of size 8388609
 rangelen  time 
6384362 313168
506830125 329488
479779985 327872
362981677 328320
50120544 293992
706622568 335040
753834750 337032
55956301 295024
110499551 321120
183018146 315984
688472420 328656
507119168 330880
337038680 323088
344681378 321608
350152438 327592
618997471 328656
135228290 315840
439478820 325200
54703295 308872
856298994 337360
369612323 321120
648922813 335360
423021662 322232
531322129 328584
628310248 331464
18143948 317360
519358654 327928
183963231 319768
360448773 322424
386314171 323152
631054884 330640
6603815 313016
16344412 313816
421731480 323784
564369677 330192
175871546 321088
149994576 316016
145052106 322840
104188554 320592
267193527 322104
26868472 320296
306579288 334104
335717027 323784
275145690 322688
54554697 293408
333025185 327088
480712147 328856
269041535 322448
314445450 322760
568104268 330448
256205502 318048
169343 265080
802817277 335912
133172991 294296
832354565 335928
382884137 327216
649416097 331360
224234451 315872
106264119 297304
382466729 327744
87098178 315392
445532216 324640
31828541 315760
183071294 315568
514282336 329200
151347295 322040
55266963 320624
102946087 316592
296060715 323216
492927506 329096
636485597 336920
213582278 315360
494321770 322672
525858940 328472
510032314 331320
737393598 331680
501642122 323336
870225304 335824
115370703 321792
879744655 336472
1554841 278248
326399048 321040
108528076 314680
693838192 330288
665464215 331568
459262244 329296
90867316 320104
440367856 322536
256332139 322664
282229721 323848
35877182 293536
289753119 322752
835998949 337304
2751858 278576
193884371 315848
90975208 313912
239398904 321696
246041651 321696
408972849 328520
273717961 321632
425034598 329184
589042473 335720
95081653 315624
737621736 330760
817552181 337016
146126887 321056
564231304 327856
756534985 336432
436845954 328856
81345933 316488
117705954 321560
250681970 320360
225794564 322112
252563779 322400
452436861 323288
73313081 321128
319607437 321968
766976806 329672
409337817 321104
253438605 321592
426036946 322896
67164290 316048
255939260 321952
133573287 316576
564497533 328384
249773715 322328
61856630 295640
560510535 328640
5548575 302352
19240351 316240
329100938 322048
588354129 335632
612085163 334872
405195591 322864
207977747 316592
100829328 295216
1058199687 338832
993876986 336144
790034237 352912
140559489 316080
265665480 323744
456666781 328288
108305968 316288
163584176 321168
251382245 321744
355228041 322352
944990028 336416
483765141 329536
54503409 314768
642727305 336032
599888724 330688
64584860 315328
508232940 327824
375033742 323040
357887826 322512
450062057 328864
406379006 321504
951075416 338496
49959785 313872
195315643 315584
223742295 321120
291836180 320176
317417597 322416
942902552 336864
482921599 329520
416388526 324416
19955817 317088
624499359 328832
207353968 321280
360939351 320736
441384506 330048
774087164 335392
82517981 313648
72094724 320688
381403302 322864
68944694 321504
255787774 323392
194833084 320272
75249017 314896
324544010 321520
497859983 329568
567239113 328592
18994377 316512
29538677 313504
43787922 319040
75814485 294496
301355323 321376
259194114 322864
275951609 321056
86359576 314672
475042620 323568
263112701 321584
67587217 295088
404541252 327984
4285807 289824
565832417 329664
396275972 323600
53780236 314208
177326351 294752
641618691 337088
366236470 323120
706286701 331536
19160497 314912
187312690 295328
850713998 338176
151339417 316448
54351154 314800
90896636 321552
180052903 318240
5574262 301216
150781325 317136
686484500 335648
619587859 328480
111414181 320816
608462706 331600
55713342 295040
173895861 321744
505192682 327840
531429476 327744
63734752 315648
280283336 322704
513325383 330512
103300885 316304
321398428 322576
25918083 315600
261090728 321312
197659504 316336
723756703 341280
506537669 322944
145100741 314320
68805206 321040
57784100 316384
333781068 327024
637984399 329360
181740329 320992
99870368 314704
156948503 320784
433177498 322688
56064790 315248
130399638 316192
3341734 290544
146552700 311248
808418055 336880
852814707 336592
664831726 335392
260621838 321088
618326567 327728
353325452 329248
192359106 322768
743576355 334704
454454647 329200
109161782 315984
429991707 322544
408691055 336000
223173379 316080
516203205 327840
113198949 321136
18830409 292704
573082925 330544
76642332 320528
605785388 330144
313542482 322512
502385444 330208
109093012 315264
42649003 294032
299407564 322048
404188240 328480
34764976 320528
352093498 327440
246494618 321376
652217496 336000
278643302 323232
58606501 315760
160495828 321632
20055364 315472
277879575 322288
267833002 322576
500552981 329200
551639084 329008
6502959 302128
47798513 295872
17649914 315968
496156303 328352
116827849 296064
321511188 323680
431204071 322976
52278464 315632
439005405 321344
107252124 313424
742574392 331136
683354727 330192
615319291 330288
126727237 321136
426077477 328736
433590416 328608
198912586 323200
113663998 315360
331560194 322336
268977389 322480
547186713 330272
148590121 316176
47479343 316560
57209728 294432
311753550 322544
82714532 321328
177349885 321840
445280934 327792
478086097 328320
834799623 335280
359812627 322512
367565899 324288
493301708 328208
775287711 337216
98737589 315456
34147577 312912
82010523 294400
523168564 328432
383606283 323152
426057242 329664
516001232 328864
675945950 333440
129758922 321712
412278467 327760
366038755 321808
673406030 329920
367984479 322672
521242741 328496
448460000 327904
123562694 317184
224568246 317744
119380067 315744
340447968 323168
965715283 361856
203994493 320496
728069567 335104
412368416 339664
68383969 296176
4638559 291968
193800164 317088
556511063 327360
367626325 324128
239305527 321328
313843813 329200
634824097 329072
317389762 322080
32570848 314080
267698129 324016
601798193 328160
41810454 322256
477702288 329616
363931386 328224
251738187 322672
596948357 328704
88420858 314000
465242001 321680
609683825 327904
833458507 336832
282488435 322832
433906946 327760
263841614 316592
762591513 336912
81492511 315616
11464658 314912
116219404 316912
7352580 303296
800225817 337200
414486262 328192
788894162 336304
301388002 323248
585610289 328544
625236708 328640
209496145 296704
103200185 319008
281782293 322416
794398454 336000
653624315 329072
842036368 338384
75259125 314384
111158901 293808
860917506 334768
634881971 331456
238067325 321952
62147303 321840
402857804 320272
243207142 321808
56423484 314112
36278556 322000
413519774 322384
993661453 337552
469713065 327808
906557677 362848
746125023 334992
317698772 320656
766050402 347584
293317956 323904
547369154 329504
66885755 321264
74853810 294160
717659660 331280
492568363 323472
392437881 322192
393991331 326320
677822641 336288
711947017 334832
714830511 330032
1030156895 336928
647596624 334704
256248475 315712
623559410 330048
320411243 322288
10713816 314608
302406359 324064
103340400 314912
185204997 322128
250159064 324224
15029953 322240
153023382 321488
2428444 279040
359432934 322864
208960446 321904
117132413 314384
163670411 294592
449994717 324080
656282608 334032
417223863 322544
16700232 315104
770732422 337776
462681985 327920
513258676 328928
813988264 335232
251918517 322464
694244492 336368
450056839 330032
119857361 321744
337306573 328160
446021482 328064
581363184 330224
544554877 329824
517113829 322688
304933160 324256
30047685 295408
806635912 335904
35927267 316128
472630723 323168
769808770 336640
333310806 322896
31846446 314032
112948356 315264
16135202 293936
564907526 330048
561623525 328272
541345531 329280
582935977 356864
873128475 352560
130305005 321392
868515543 337520
827179904 335520
112609029 293056
282074296 321120
385775762 322656
275624911 321792
577710331 329472
358152881 322720
110739035 316336
231956258 316640
53116711 313344
573054536 329504
398912149 322816
485019474 326208
148070838 320672
31330185 321232
194361780 320416
291417489 321904
425866391 322832
181531264 316416
522108802 328944
394745886 322704
764627533 330624
490839282 329520
337695077 322672
34315163 319536
680613552 337072
97417034 320976
689618390 337504
605309376 327216
136590848 321504
117244521 321088
421407824 328768
709000084 335664
91588033 292000
44549195 316528
273945695 321712
639774142 329904
597853739 334384
455021925 321824
294074685 323008
252618777 320880
186662940 320576
93269712 322160
646507062 328688
640228731 330784
74937399 313872
348414849 322048
92393435 315568
581855169 331520
177374756 321488
460850393 322256
8042379 293744
657589970 328704
235795349 322528
467703106 328480
459576830 329584
40774251 315120
198218198 321104
470374387 329440
377995700 323712
157644947 314848
146414231 320592
124463504 321504
169815333 321472
53215394 316064
258981215 322224
798510543 334080
228711250 319200
718784545 335872
102050505 320848
51195239 315168
604501381 336768
443301610 327456
123622976 295616
354430716 327888
142781567 322496
366436004 324528
686186155 329856
57653459 316640
123476358 315952
944292072 338352
776975680 330240
633396410 329392
4860955 269968
555348529 329360
544221256 328720
813405050 336368
493732304 329056
210742123 317600
155892057 321440
710759269 335648
733267464 336944
295040960 325152
146576244 315712
127971456 296016
126518646 321792
421231651 322912
111639680 293440
124979638 317344
490603889 323072
203968275 319968
110739632 294816
6662757 313216
126596333 319872
148085390 314816
60390773 314880
581162016 330272
166744681 315392
65628205 315744
39848650 295456
490368301 330144
622720954 329984
484089735 322240
699435194 328832
669439277 331008
215655714 322656
262448672 322176
256702776 320128
142874542 322528
459865281 329792
921359877 337568
516278792 329568
240172466 321888
536005114 328800
77397430 317408
574341492 328992
331520763 321600
405623859 323008
634401894 328224
350938047 324384
240148531 321152
165296893 321216
180752717 314848
315358708 322784
552106111 329408
318416413 327328
408979198 321696
739922025 335648
880885851 337504
936747886 338336
371936854 324448
235722690 323648
513073651 329312
775194409 330208
872523430 336480
987450964 336608
454757434 330848
129777696 321312
400154404 324896
114604413 305888
300629832 329280
551675871 328288
5949621 292384
195326062 314368
421772980 323552
604682826 327840
105027553 294912
9420037 312992
403237479 329536
286717856 322048
837005074 336256
27919026 314656
51160759 293376
253262512 316384
470908698 328416
876699889 335712
342470099 326208
534411660 328736
501251820 328864
547225316 328896
11684103 295040
29642713 315328
175878800 321120
782407382 336352
309350056 321056
109830326 321760
778479293 337984
909902659 337440
75785423 314656
2570351 295520
555759778 328160
565402140 329504
155021648 314720
172907774 314496
317932129 321504
425709013 329888
662675579 323488
627413938 330976
598167424 330144
729812995 330656
423058855 320928
816472386 336640
535670457 329952
855114856 336000
235531540 321984
218733515 320768
16444331 293920
144716291 315520
372740599 323776
898977630 336128
35984672 316320
274807762 320224
17916892 293696
391503460 322624
197612732 321824
904901682 336352
115449623 322208
748467911 336128
226523638 316000
37263288 293888
313784324 322848
141826939 320224
165198397 327392
125874015 295360
320513417 323168
592747465 328832
172630408 322848
162522174 295712
403195947 323648
267110212 320480
109328248 321088
658653452 335616
211681889 315552
657241454 329824
619655402 329664
173481123 315232
560707310 336256
157037895 317664
34543535 296128
142430082 321632
490191705 329248
434156130 327904
20624576 295744
220372413 321824
706044807 330368
444338088 327680
923432980 358144
470903891 328640
949240922 335968
273545565 322272
192899521 321888
354852399 323808
595060954 329632
75373918 315712
278939622 320544
205460468 322016
271508115 320960
715530210 327872
162553077 317024
357788612 321024
724098403 328000
66466465 315232
587811337 329888
162656157 315232
218099864 321728
115276893 316672
557916097 329280
90864389 293760
322276025 326976
476079549 328672
99182144 314688
296605150 321568
368997517 326720
662822951 335104
281085856 322784
11941139 315840
497092363 323680
243677969 322208
326029822 323296
599269517 324352
295444718 321120
955129069 338016
598770922 327104
848415304 336704
138489941 320576
324720751 327904
101716674 323200
608362345 328640
202400842 322528
71477042 308512
571264017 330080
709414293 328128
161825786 321760
5776428 306656
59402198 317632
365408104 322240
234297674 322880
26428859 294432
511769227 328864
640968145 329536
120580375 295200
135607201 320992
768663318 336000
380730585 322848
403543211 327136
644947490 330112
538116017 329152
104320042 321408
327385543 322016
533247559 328704
692036703 329088
504025864 329888
308934699 324576
511880698 328448
225841624 320192
120241387 315808
395354411 323328
568719049 328736
216906557 317472
656538379 329952
809522664 334880
87702060 314176
508364003 329184
650187085 330880
115161597 315424
87004884 293632
781716137 336384
413950975 322880
5114072 301760
236128890 324320
68803136 315136
567149551 329824
139961084 320448
656914648 335168
823626584 337152
964050641 338688
227367775 317056
259792935 322944
892966565 337280
157031588 316640
46822278 312640
741584638 337824
835067221 361568
228294401 323104
475543817 328512
23061126 316064
580310793 329536
217795679 321536
606215202 330560
517295180 329440
198655230 321152
231515303 322336
210210753 320192
88012956 321184
135484172 321312
36178169 315520
313055105 327456
62896961 293792
40701692 316000
169408177 320064
318127173 323904
94552747 321792
351619124 328320
371208495 322880
75788566 317088
333318881 327744
520051144 328928
700466801 329952
537185273 328064
280404897 321504
719461124 336288
854347175 336192
684918422 336608
332025520 322304
573482973 329248
290777989 322528
379838827 327584
517539421 328480
262087803 322656
458191375 323520
781324214 329376
461421659 322560
282602615 321248
536267902 346208
46216927 320192
656283758 328768
1013021764 360384
5908392 304000
84228195 294144
397516771 328224
234374217 323808
160674855 321056
116330 245056
271929168 321440
503195493 329344
599847845 328032
95969364 322240
505762255 328928
696270498 336032
67949407 316160
286368651 322400
69243227 312640
547572076 330720
553751933 329632
274599076 321376
194367287 322240
532059597 331328
573988185 329088
390556998 324832
279827085 327424
659655148 329216
458118056 328832
458446946 321344
504750564 328896
140367160 322464
980310976 354720
287432007 320736
421357424 329056
39147213 310752
350257874 323264
288629672 321632
798065103 335008
495424233 330784
298368633 322528
70486991 316032
788885256 334560
258174958 323104
412024827 329120
440628713 322496
37551563 314464
544214930 328928
66010143 316448
80066911 315104
502234958 327424
354973058 321248
276371561 322080
392648075 323680
309773312 321792
820005004 335168
207643393 321184
566791039 329888
526849516 333088
161732763 319808
449047816 326912
207550428 321184
213850004 321088
467375541 328160
94569613 321536
767227713 336064
588362149 330272
514099395 329920
114802332 321344
343040168 324288
269770513 322336
435980322 323456
293715007 320096
103827958 314880
117965111 315264
725782627 335968
220991143 321824
95232644 294496
854896701 337376
272719005 323008
154156477 320032
541800968 331008
14663838 315584
225197557 315072
888906009 337408
519700013 328960
91272888 319488
141721592 314912
859211417 336320
30692391 322624
187644746 316000
603294196 330432
139580609 295392
657964796 329408
326383942 320992
203540025 321120
896888693 337120
46334746 315616
320419482 322144
32723124 315744
747100536 335136
319022662 322528
437598998 329632
437810518 323360
68248481 321664
126503293 317664
28466537 314912
664529116 334400
101575916 294400
88782633 293824
149622346 316032
165241548 321408
223503551 315712
585077054 330592
297769612 322976
679506700 329696
69208 265920
264240078 321408
890558858 335264
660598382 329184
35426899 313664
566417151 328480
763431054 336512
841801242 336352
969065538 336512
219225002 320832
867776001 335968
580774109 329760
1008818477 352608
100349416 317760
517084950 323648
333821283 329312
134100506 315712
79624366 317088
441272433 329280
300513909 322496
294333863 329664
731789729 330240
167791276 295552
813379491 337312
210711703 320928
191183642 322304
533570791 328800
227594923 323392
306087020 327680
105954483 322592
251212943 321568
345589737 323456
776293823 330048
166194898 319648
226802441 322144
70824143 315648
200805565 315136
401565767 323776
522787754 328992
30100701 294496
67773613 318432
969140350 336640
140701133 321920
3749979 281600
450937788 323680
235790223 320640
125662295 294080
82612408 321056
226396495 323008
88088908 315552
523450528 328640
385667513 322208
502052533 329824
289630672 322912
375419557 322528
740930554 334432
158648431 294496
29204251 316192
351203245 326304
327604107 321856
69250273 320256
71875948 315552
489566077 329056
594219504 330240
72846031 321728
190029353 315328
347217546 323840
773249458 335264
784553503 337056
245206966 319808
308869677 322880
34059225 314752
267513790 321888
306874150 321952
28099258 315072
187911339 321920
347449686 320960
15261008 317088
824690998 337344
26443520 314624
11347269 314592
128707638 317600
739282700 336992
134093069 288416
182646425 320256
619337076 334688
689132135 329280
593741361 327616
415490552 323552
568434026 328416
347611046 323264
671303030 335488
57609172 319936
236887422 321152
161258693 315712
513338513 328480
699712090 330336
531170778 327776
517326219 330208
5700193 281056
519591876 328352
460903047 328864
193291359 320864
556600530 354368
267769794 321472
407952823 321888
768178863 331008
80002611 320576
412185776 323968
171730479 321216
546407889 329664
78321119 323232
347502915 328384
132807543 316096
44371681 321248
125767104 316672
475129148 329536
610202380 329312
506169092 328256
446221314 328416
992514237 338528
755501275 336032
214053662 316256
749962687 337632
358608630 323488
196575305 323296
580085132 328224
3652848 289824
571103845 329888
718675356 336160
274968126 322592
140255330 320384
716371041 330176
205160295 321184
510733689 329184
686544219 330368
21493331 314816
42715548 315040
29939493 295424
254942056 321824
518543346 328192
159943832 316896
569771547 330784
84611994 315424
300057069 322240
391132734 330752
404763997 322240
374864171 339584
352917370 323488
460405352 328992
734778378 335168
219415334 316160
594442536 327616
563711376 329440
628625570 328352
180569645 322592
877312856 336544
11885306 295520
142970865 313280
240407742 322688
536175763 328416
55688698 293760
191323945 317568
443018810 326272
174541885 322976
334150549 322912
677285294 329248
591850145 329504
815696766 336288
481660283 328576
173268696 321344
444007602 323264
280464825 321408
284381037 320320
552390207 328000
207278202 316224
82587429 321568
146235908 320640
56208573 313984
420763996 323936
418937054 327648
46088251 315808
466952437 328928
105323282 316512
446160235 328576
494253937 328096
677427640 334592
477473167 329280
668095253 328320
766155497 331296
331696649 322752
100880903 314784
162658773 307040
768194263 335680
634609723 331680
848958313 336320
260816821 323072
2285475 279616
724457155 334656
137065190 317024
805013580 335520
732609814 329536
392176362 323232
243435302 322720
329433286 323168
391623937 327936
164459154 314976
416547441 330624
626591990 341280
104649821 315552
374664738 327808
167264840 316576
565613230 329920
613921340 337920
796582755 337728
636600980 329344
919278848 334848
136016766 295552
232349990 322976
38205506 316128
315301042 322688
559519913 328352
922334283 335648
149041508 315424
494619291 329344
108282404 321152
490617163 330784
6106636 303872
228532749 321248
176355355 321856
23142301 314752
514122646 328864
364236791 328128
106392708 295424
44150344 293408
429896475 322944
361642240 324480
421992585 323872
58647031 315936
567764835 329312
824725422 333248
673220875 330240
518464866 329632
351619689 321952
225613664 320128
178947611 321056
67729418 314272
117435288 321152
269467846 323456
428394172 329792
292015198 322336
577273625 329824
990918688 360448
279861741 321664
415753052 329248
529090217 328672
326356300 329920
572896919 330848
265845045 322016
134635642 322272
306697813 322624
865217242 337600
336359598 327328
77919859 315104
523953958 330272
158425750 321984
348972012 323520
301565802 323264
499612910 328960
617770572 330624
293524447 322176
8360785 316480
872053593 346272
427772180 323296
287928459 320864
104388194 321088
555645973 329408
104688323 321472
643645565 329440
152394622 315936
377242777 322816
325796457 345024
108027504 321152
84268111 316960
135047976 315008
233209541 319904
606621425 329984
25288655 315424
322965808 322080
744152844 329440
108850478 321088
559588923 327808
329840786 328256
189959001 320992
428132138 322208
6397776 304512
800485833 336032
675325427 329024
126980884 319936
516927931 329984
226091078 323040
436639516 329568
42148064 315808
115098177 321888
259907440 321024
673590604 336160
425273845 328960
40487457 316096
459403523 328512
195688533 323008
268010838 321472
19617974 322464
117312373 321152
170473643 315008
341559166 322336
1601418 245920
443569147 322656
187119897 322080
227352868 323648
36307211 315776
286512524 320928
217723599 320736
204406310 315584
234194381 316800
488657514 328960
695081219 333920
441772604 322720
322318627 323456
816312953 336128
524325357 329184
146337980 317248
92896457 316768
90888677 320448
82413615 320960
352038077 321024
805501854 336640
663791409 330496
573952546 330944
329567199 321184
204424734 314464
164288013 328224
157983158 321952
572514454 328736
237172256 321984
100647771 327840
283902458 322496
213682563 321792
635597336 329504
656815271 330112
450929038 329440
507077316 328800
500079703 324160
131390756 320352
517229827 328864
265304476 321664
39086126 320288
526323138 330144
695240771 335808
396370757 330112
340181347 323936
620168815 328928
451328319 326592
753221798 342176
1009061031 348544
737452739 338080
161295004 321056
31675431 314688
267915130 321888
412076695 322624
35110254 314784
102772571 314880
295344191 323072
271265664 320864
419550351 323520
224485662 321632
622123622 330816
23090115 314944
155792704 322144
184558903 314464
247203614 322240
165774747 327552
19058047 294464
498275728 327648
360516366 321536
37658482 320032
559750056 328704
251209731 322592
304215064 322432
771937382 336288
105049161 293824
270607407 323232
130606953 295648
346858928 321568
96092849 316128
245659249 321984
694054178 328576
644536751 331296
117565676 315136
388022952 329056
309650427 321312
270253673 322880
209933417 322016
422988921 322720
39099875 315136
164172071 315712
177341644 317600
280619758 322624
353952629 322816
282762846 323744
85154691 317088
85436685 320384
42780905 315680
210153792 315328
705361092 337824
520875014 330624
125200610 321568
263071650 321184
263569196 323392
474860537 328288
337112111 322080
290418608 322848
656618022 335552
251339472 321824
617679836 328704
44805615 313728
68526971 315680
93935041 296800
428857768 327360
100530836 314208
359346329 325984
1746728 256992
137731039 322528
399814133 321600
126356330 316064
350307480 322752
111621311 320576
725209536 328160
423216888 322816
226079721 320960
505293438 328256
669989426 330944
51031807 315456
474175352 329472
647705716 330560
540366611 329216
279753131 322944
655884666 330944
792953411 335488
267860250 321792
618604137 330176
196388964 320512
185151993 316160
185228738 316416
71051189 322240
205219794 323200
481159260 322944
65679169 316096
508349963 324224
49762124 320064
160242787 292992
72665971 316608
58500247 321856
582018009 337408
234452597 315520
327308420 321536
394304165 323776
564201469 329408
659740029 329600
341391263 322240
32335727 293888
1022931088 364544
334704075 322112
194790841 320960
417397398 328640
370043539 321792
239060126 322304
56105724 314112
140509185 321152
915013044 337664
771693106 335616
126741681 316416
299499093 322880
202067217 317056
3825945 289984
599555689 329088
679629950 339520
412661860 322048
306885492 322304
290095587 322496
26681946 319296
228181249 323264
1044635015 355200
392938059 329600
375754016 320640
17458963 320896
402788915 328256
451094238 322176
835143793 336704
485956520 323904
294431460 323264
278585650 321856
662136811 330048
159088215 318016
721794596 355200
704710255 335552
35581102 315264
537643463 330496
304453483 328448
46714462 315584
91048974 316672
319829029 324352
208374067 322880
122384072 320832
380292229 328896
272647943 322304
375342832 328384
185541184 315264
417157382 327296
318989138 321472
279928624 321280
813686695 336000
647255252 333440
179659611 320064
654538290 330304
337405731 322048
290547498 324352
165683328 316736
148841910 315904
468697601 322432
75505047 313536
458746916 326720
355183935 321920
659156128 330176
71423667 313792
236190357 321408
683532403 336000
620889344 329600
220202255 316352
767217209 333888
214855662 323072
527155843 329600
48457817 321536
499128424 329216
73405115 320768
347307958 323904
165618834 315456
473983784 324672
5518780 301312
111835409 314816
399565076 321536
142600071 315136
844271253 336128
320244477 326336
154222816 323072
208269599 322304
44600975 315904
15058990 313344
23156131 316160
290358521 322624
559241567 330112
828270419 336512
210737516 315584
538446524 333568
785831363 335360
271123623 321600
995156476 358144
670233612 330496
606812825 328960
317324238 322112
69543874 293504
560518970 329280
187277452 322944
68115893 315904
982233300 335296
306994828 322304
772216848 336768
301868667 321472
749787967 337792
356260597 322688
663188972 335232
651432144 329024
43386576 315776
23911584 316608
64462267 313472
29047586 313920
254735334 323648
158949042 321024
33307519 314816
142975700 321856
267641266 324352
298175690 320960
71305063 315264
7686911 304192
232884880 322304
288692190 324608
640031165 328320
564106346 329472
343938485 327744
259875318 321216
240134407 320768
542406895 328192
242548481 321472
562327624 329792
281552740 320128
400672044 322112
30618603 295808
1029123401 337408
106189332 314368
861779489 336576
777473474 335232
50972427 314560
137914572 321408
46561271 315456
20413143 294528
459317159 322752
502236952 328384
755417292 334272
289296152 322624
16167527 313920
663355015 330432
46301074 315392
554405901 328704
673422870 329344
143224834 315904
498829709 339264
39193992 315264
190719295 323008
36668217 316672
28915349 314752
716269752 328192
317628909 322048
726429752 329536
45655672 315776
243307466 321792
133715293 321152
686390399 328960
465657067 329024
270935865 321152
458470781 323712
526798646 330176
261117181 321856
640381025 327936
763245736 334528
595994502 330624
527110375 329664
