464340205 306384
217734871 307125
370292358 307214
163472542 305647
1044272195 318430
52973080 279711
219135163 308187
120830983 301986
421515208 313703
452237469 312217
530450941 314204
154774460 306834
287067582 308180
635896963 314070
167392065 307185
65745707 301573
9318984 278456
98979384 302044
136275754 306961
64365264 303144
118834963 301027
122195916 302448
330190272 307802
373429249 307392
284400820 306898
543691623 313787
460545359 312577
200536557 301655
195292985 307482
324405631 307593
112070211 307173
79324506 306855
663092737 313899
276860115 307418
44838281 303286
906174617 320228
458563724 313236
572098454 313473
197655607 305387
623332027 312386
277477426 305953
914436918 319848
309276759 308901
661847923 318043
122533160 303043
248701277 302506
171171653 303243
736387228 314871
189031648 306780
217547752 307031
793010927 319694
19479877 280607
4609252 290192
206073751 307613
751287782 314210
115519647 303356
164695642 308856
380695658 308220
439075806 318586
485785651 309726
118686517 306846
81939276 303094
169878127 307782
439435949 313652
757832023 317992
163346889 308792
366777580 308014
704115717 314710
377256236 309402
159903468 280266
331363812 307444
329054929 307220
843301094 319118
766437595 327292
20442483 301106
525177721 314134
160773478 307260
45758897 302158
722040151 312736
311498084 308512
68436722 301434
612966 258530
4284183 279512
413232640 307800
944713001 321492
7508873 292100
208945348 307448
704738668 318256
269905328 308236
842990818 318952
240180347 308296
347706879 308058
172198116 279310
251244736 307680
195081203 308044
858446396 318196
710894016 319534
424985338 330946
920637078 319932
22976794 302266
241576472 307516
226410911 302852
782681435 319076
183833924 301916
657112997 314610
263313262 307414
247509630 307122
97041613 301962
477859393 324826
818926753 320152
162712654 307424
917608116 319808
387722930 312680
189617737 307580
280604327 309608
508838225 327912
243080198 306684
411493966 310760
760755070 319484
608945910 312976
799164699 319356
280090557 306984
430026266 311672
48244017 306664
348323305 307656
116922022 301584
300572236 306960
37145403 301312
4204103 256940
155381018 305920
439357672 311152
315428080 311744
635884523 314116
439284148 311316
323725930 313380
426539842 307980
753620944 319008
448371272 313540
10020744 280244
584290981 312432
274067448 306992
849338520 319872
99473089 302400
189193025 307348
585429976 313112
702072614 314084
8883165 277620
537376259 313380
482710421 313704
106076371 307492
122593185 305836
742744244 318664
46647956 301524
126066981 305540
459752845 313480
374929773 308692
85695177 301880
234718152 306868
111022241 307276
109046900 306244
768485220 318860
453261788 307952
94071577 301940
114834368 305904
12966948 301844
121333370 307416
99552733 301460
61967563 308040
738784565 314868
16277566 281664
679617244 313284
454788573 313776
509178675 308656
466041846 312900
39676076 301800
201177659 307720
123721164 308604
494021526 312320
570324977 313092
170846104 307576
243975193 306824
354889767 308240
329231401 307544
396432703 313584
352757913 307676
800435964 318436
54058062 301984
152960429 302812
870989437 319480
220464780 307728
97744603 302564
428656841 306988
2340061 278176
634483318 313808
674220579 317312
82215138 300972
23767070 280060
86717460 307296
384209866 307056
299738472 307780
351316313 309044
358311284 311684
391561622 311424
752378863 319008
413651419 307300
316351504 313084
110271643 279512
94441050 280048
1026801174 320968
464733457 312648
613229861 318460
16216513 300484
799467858 318436
894927121 319208
239214297 307636
383806038 311932
379773723 307860
409360267 307776
179856102 305904
467639917 307480
453830439 307552
549702134 313568
402055742 308920
235627213 306808
299325725 305648
178283533 306656
173567440 307232
170374900 302424
232567968 302848
32583415 278936
228265835 280656
105455686 302768
697024449 312648
477490165 312096
470928568 308648
430656592 311848
299600651 307816
194575976 307712
550760084 314008
76910963 306432
56822035 307128
536181674 312240
263439591 307800
395510943 306768
17995649 303016
584380597 314568
714150150 313768
255432080 307752
35891043 301328
213986977 307288
330969335 311960
286054707 306640
551260470 313808
403454113 313152
162907952 303784
878364538 319264
645826104 313104
124303559 302016
26380865 302256
113621046 307256
439606914 308480
165893673 308056
124057364 302624
291668939 306256
251281175 302856
798652707 319128
76557658 302200
613619190 313352
31967316 297448
656096857 318720
803867196 320064
300961184 307800
272217869 307328
315403838 311616
447865010 307480
342975248 308152
1032007157 319880
790940492 318680
807121842 317992
242271103 306696
6384362 300232
506830125 313544
479779985 312240
362981677 312616
50120544 279688
706622568 318112
753834750 319728
55956301 280504
110499551 306752
183018146 302488
688472420 312888
507119168 314696
337038680 308288
344681378 307136
350152438 312040
618997471 312848
135228290 302368
439478820 310080
54703295 296696
856298994 320048
369612323 306736
648922813 318376
423021662 307600
531322129 312784
628310248 315160
18143948 303616
519358654 312280
183963231 305600
360448773 307768
386314171 308360
631054884 314512
6603815 300088
16344412 300728
421731480 308880
564369677 314160
175871546 306688
149994576 302552
145052106 308120
104188554 307216
267193527 307520
26868472 306032
306579288 320256
335717027 308912
275145690 307992
54554697 279208
333025185 311608
480712147 315040
269041535 307800
314445450 308080
568104268 314360
256205502 304200
169343 257016
802817277 318816
133172991 279920
832354565 318824
382884137 311696
649416097 315112
224234451 302416
106264119 282392
382466729 312144
87098178 301984
445532216 309640
31828541 302352
183071294 302208
514282336 313304
151347295 307472
55266963 306320
102946087 303008
296060715 308456
492927506 313264
636485597 319640
213582278 302000
494321770 308000
525858940 312736
510032314 315096
737393598 315376
501642122 308512
870225304 318768
115370703 307288
879744655 319280
1554841 268800
326399048 306656
108528076 301432
693838192 314224
665464215 315288
459262244 313408
90867316 305864
440367856 307856
256332139 308016
282229721 308952
35877182 279352
289753119 308024
835998949 319952
2751858 269048
193884371 302400
90975208 300816
239398904 307192
246041651 307168
408972849 312760
273717961 307176
425034598 313304
589042473 318672
95081653 302216
737621736 314616
817552181 319704
146126887 306632
564231304 312216
756534985 319216
436845954 313032
81345933 302896
117705954 307112
250681970 306096
225794564 307552
252563779 307784
452436861 308464
73313081 306720
319607437 307400
766976806 313712
409337817 306680
253438605 307128
426036946 308168
67164290 302576
255939260 307440
133573287 302976
564497533 312672
249773715 307712
61856630 281048
560510535 312848
5548575 290432
19240351 302728
329100938 307488
588354129 318592
612085163 317944
405195591 308168
207977747 303024
100829328 280720
1058199687 321192
993876986 319008
790034237 337568
140559489 302624
265665480 308864
456666781 312592
108305968 302760
163584176 306752
251382245 307240
355228041 307728
944990028 319208
483765141 313608
54503409 301544
642727305 318920
599888724 314520
64584860 301984
508232940 312192
375033742 308320
357887826 307848
450062057 313080
406379006 307008
951075416 320912
49959785 300800
195315643 302176
223742295 306720
291836180 305936
317417597 307808
942902552 319616
482921599 313600
416388526 309376
19955817 303440
624499359 313040
207353968 306848
360939351 306384
441384506 314048
774087164 318400
82517981 300640
